dataset,hparams,warmup,decay,width,depth,val/loss,val/loss_std,train/loss,train/batch_time,train/data_time,train/lr,warmup_tokens,beta1,beta2,world_size,lr,seed,seq_len,vocab_size,grad_clip_norm,optimizer,precision,qk_norm,z_loss_coefficient,bs,independent_wd,max_step,ckpt_path,params_active,params_active_precise,params_no_embed,params_all,flops_per_token_att_no_embed,flops_per_token_att,flops_per_token_cc,flops_per_token_no_att,flops_per_token_no_att_no_embed,flops_per_token,params,eff_params_att,train/loss_smoothed,total_steps,D,current_steps,portion_steps_elapsed,last_train/loss_smoothed_C,last_train/loss_smoothed_D,last_train/loss_smoothed,N,C,loss,N_no_emb,C_no_emb,C_6ND
rw,base,short,chinchilla,384.0,10.0,"step
108    6.250723
214    5.809218
Name: val/loss, dtype: float64","step
108    0.001629
214    0.001521
Name: val/loss_std, dtype: float64","step
20     8.868233
40     7.357310
60     6.832381
80     6.595877
100    6.421118
120    6.248621
140    6.093507
160    5.963522
180    5.889884
200    5.837217
208    5.816063
Name: train/loss, dtype: float64","step
20     0.632033
40     0.558267
60     0.558159
80     0.542686
100    0.542472
120    0.557184
140    0.542793
160    0.542511
180    0.542678
200    0.542442
208    0.542466
Name: train/batch_time, dtype: float64","step
20     0.024098
40     0.025613
60     0.025047
80     0.009393
100    0.009261
120    0.023967
140    0.009405
160    0.009257
180    0.009263
200    0.009255
208    0.009229
Name: train/data_time, dtype: float64","step
20     0.001800
40     0.002994
60     0.002859
80     0.002560
100    0.002134
120    0.001632
140    0.001116
160    0.000648
180    0.000287
200    0.000075
208    0.000038
Name: train/lr, dtype: float64",18530304,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,208,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=208,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5242880.0      8.868233
15728640.0     7.357310
26214400.0     6.832381
36700160.0     6.595877
47185920.0     6.421118
57671680.0     6.248621
68157440.0     6.093507
78643200.0     5.963522
89128960.0     5.889884
99614720.0     5.837217
106954752.0    5.816063
Name: _smoothed, dtype: float64",204.0,106954752.0,204.0,1.0,2.3782848825655296e+16,106954752.0,5.8160629868507385,37060608,2.3782848825655296e+16,5.8160629868507385,17694720.0,1.135520633585664e+16,2.3782848825655296e+16
rw,base,short,chinchilla,384.0,10.0,"step
429    4.693718
857    4.323322
Name: val/loss, dtype: float64","step
429    0.001396
857    0.001527
Name: val/loss_std, dtype: float64","step
20     9.262810
40     7.529136
60     6.941460
80     6.644809
100    6.456903
120    6.258239
140    6.076875
160    5.928154
180    5.833256
200    5.681975
208    5.590664
220    5.546246
240    5.439186
260    5.365359
280    5.258816
300    5.177873
320    5.092671
340    5.026300
360    4.963649
380    4.896916
400    4.820217
420    4.741656
437    4.684532
440    4.662759
460    4.639515
480    4.600041
500    4.571218
520    4.528331
540    4.501887
560    4.487807
580    4.467026
600    4.430147
620    4.421954
628    4.412039
640    4.408645
660    4.389187
680    4.370064
700    4.360838
720    4.360579
740    4.351669
760    4.332870
780    4.339427
785    4.333120
800    4.331565
820    4.334971
840    4.327667
Name: train/loss, dtype: float64","step
20     0.630770
40     0.556402
60     0.556204
80     0.542089
100    0.542243
120    0.556805
140    0.542032
160    0.541992
180    0.541833
200    0.541606
208    0.542191
220    0.592897
240    0.541530
260    0.541512
280    0.541545
300    0.541581
320    0.541603
340    0.541623
360    0.541562
380    0.541711
400    0.541616
420    0.541456
437    0.642080
440    0.648679
460    0.541618
480    0.541685
500    0.541706
520    0.541919
540    0.541737
560    0.541721
580    0.541659
600    0.541651
620    0.541771
628    0.541707
640    0.572799
660    0.541898
680    0.541835
700    0.541684
720    0.542066
740    0.541687
760    0.542348
780    0.542195
785    0.542311
800    0.564311
820    0.541785
840    0.541926
Name: train/batch_time, dtype: float64","step
20     0.024073
40     0.024519
60     0.024039
80     0.009868
100    0.009910
120    0.024387
140    0.009696
160    0.009502
180    0.009409
200    0.009295
208    0.009763
220    0.060625
240    0.009402
260    0.009382
280    0.009500
300    0.009527
320    0.009431
340    0.009516
360    0.009465
380    0.009559
400    0.009492
420    0.009476
437    0.110159
440    0.116259
460    0.009538
480    0.009504
500    0.009522
520    0.009436
540    0.009410
560    0.009469
580    0.009386
600    0.009474
620    0.009428
628    0.009517
640    0.040126
660    0.009508
680    0.009438
700    0.009413
720    0.009522
740    0.009313
760    0.010082
780    0.009935
785    0.010022
800    0.031968
820    0.009529
840    0.009573
Name: train/data_time, dtype: float64","step
20     0.000900
40     0.001757
60     0.002614
80     0.002999
100    0.002989
120    0.002971
140    0.002942
160    0.002905
180    0.002859
200    0.002804
208    0.002780
220    0.002742
240    0.002671
260    0.002593
280    0.002508
300    0.002417
320    0.002320
340    0.002218
360    0.002111
380    0.002001
400    0.001887
420    0.001772
437    0.001672
440    0.001654
460    0.001536
480    0.001417
500    0.001299
520    0.001183
540    0.001069
560    0.000957
580    0.000849
600    0.000745
620    0.000646
628    0.000608
640    0.000553
660    0.000466
680    0.000386
700    0.000312
720    0.000247
740    0.000189
760    0.000140
780    0.000100
785    0.000091
800    0.000068
820    0.000046
840    0.000033
Name: train/lr, dtype: float64",37060608,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,840,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=840,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5242880.0      9.262810
15728640.0     7.529136
26214400.0     6.941460
36700160.0     6.644809
47185920.0     6.456903
57671680.0     6.258239
68157440.0     6.076875
78643200.0     5.928154
89128960.0     5.833256
99614720.0     5.681975
106954752.0    5.590664
112197632.0    5.546246
120586240.0    5.439186
131072000.0    5.365359
141557760.0    5.258816
152043520.0    5.177873
162529280.0    5.092671
173015040.0    5.026300
183500800.0    4.963649
193986560.0    4.896916
204472320.0    4.819596
214958080.0    4.748802
224657408.0    4.696316
229900288.0    4.662268
235929600.0    4.634105
246415360.0    4.603591
256901120.0    4.566530
267386880.0    4.533812
277872640.0    4.506008
288358400.0    4.485573
298844160.0    4.461660
309329920.0    4.439709
319815680.0    4.421380
327155712.0    4.414213
332398592.0    4.403291
340787200.0    4.389299
351272960.0    4.373363
361758720.0    4.363827
372244480.0    4.357695
382730240.0    4.348373
393216000.0    4.343533
403701760.0    4.337730
410255360.0    4.334390
415498240.0    4.333350
422051840.0    4.331831
427294720.0    4.331401
Name: _smoothed, dtype: float64",815.0,427294720.0,815.0,1.0,9.501481271033856e+16,427294720.0,4.3314008076985715,37060608,9.501481271033856e+16,4.3314008076985715,17694720.0,4.53651625672704e+16,9.501481271033856e+16
rw,base,short,chinchilla,288.0,8.0,"step
44    7.177469
Name: val/loss, dtype: float64","step
44    0.001623
Name: val/loss_std, dtype: float64","step
20    8.567561
40    7.340004
Name: train/loss, dtype: float64","step
20    0.546969
40    0.463781
Name: train/batch_time, dtype: float64","step
20    0.024484
40    0.009215
Name: train/data_time, dtype: float64","step
20    0.00241
40    0.00013
Name: train/lr, dtype: float64",5621760,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,40,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=22M_maxstep=40,22487040.0,22487040.0,7962624.0,37601280.0,76087296.0,163233792.0,192136896.0,134922240.0,47775744.0,134922240.0,22487040.0,27205632.0,"5242880.0     8.567561
15728640.0    7.340004
Name: _smoothed, dtype: float64",30.0,15728640.0,30.0,1.0,2122143340953600.0,15728640.0,7.340003561973571,22487040,2122143340953600.0,7.340003561973571,7962624.0,751447478108160.0,2122143340953600.0
rw,base,short,chinchilla,288.0,8.0,"step
45    7.054017
88    6.774821
Name: val/loss, dtype: float64","step
45    0.001649
88    0.001692
Name: val/loss_std, dtype: float64","step
20    8.851797
40    7.428724
60    6.990799
80    6.823276
Name: train/loss, dtype: float64","step
20    0.543363
40    0.463833
60    0.472375
80    0.463352
Name: train/batch_time, dtype: float64","step
20    0.021884
40    0.009271
60    0.017817
80    0.008689
Name: train/data_time, dtype: float64","step
20    0.003000
40    0.002449
60    0.001136
80    0.000133
Name: train/lr, dtype: float64",11243520,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,80,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=22M_maxstep=80,22487040.0,22487040.0,7962624.0,37601280.0,76087296.0,163233792.0,192136896.0,134922240.0,47775744.0,134922240.0,22487040.0,27205632.0,"5242880.0     8.851797
15728640.0    7.428724
26214400.0    6.990799
36700160.0    6.823276
Name: _smoothed, dtype: float64",70.0,36700160.0,70.0,1.0,4951667795558400.0,36700160.0,6.823275542259214,22487040,4951667795558400.0,6.823275542259214,7962624.0,1753377448919040.0,4951667795558400.0
rw,base,short,chinchilla,384.0,10.0,"step
54     6.816055
107    6.566153
Name: val/loss, dtype: float64","step
54     0.001691
107    0.001724
Name: val/loss_std, dtype: float64","step
20     8.590306
40     7.256865
60     6.867399
80     6.687428
100    6.597896
Name: train/loss, dtype: float64","step
20     0.624142
40     0.556447
60     0.556583
80     0.541879
100    0.541845
Name: train/batch_time, dtype: float64","step
20     0.024220
40     0.024701
60     0.024436
80     0.009851
100    0.009695
Name: train/data_time, dtype: float64","step
20     0.002992
40     0.002547
60     0.001619
80     0.000642
100    0.000074
Name: train/lr, dtype: float64",9265152,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,100,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=100,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5242880.0     8.590306
15728640.0    7.256865
26214400.0    6.867399
36700160.0    6.687428
47185920.0    6.597896
Name: _smoothed, dtype: float64",90.0,47185920.0,90.0,1.0,1.049243330543616e+16,47185920.0,6.597896170616149,37060608,1.049243330543616e+16,6.597896170616149,17694720.0,5009649854054400.0,1.049243330543616e+16
rw,base,short,chinchilla,320.0,9.0,"step
139    6.049037
277    5.582992
Name: val/loss, dtype: float64","step
139    0.00156
277    0.00147
Name: val/loss_std, dtype: float64","step
20     9.288921
40     7.534897
60     6.947578
80     6.649136
100    6.463740
120    6.286466
140    6.123406
160    5.991108
180    5.870429
200    5.765226
208    5.704830
220    5.677491
240    5.628007
260    5.609004
Name: train/loss, dtype: float64","step
20     0.582997
40     0.519506
60     0.499914
80     0.513610
100    0.499484
120    0.499245
140    0.511422
160    0.498834
180    0.498855
200    0.499040
208    0.499442
220    0.526868
240    0.499208
260    0.499035
Name: train/batch_time, dtype: float64","step
20     0.024742
40     0.029378
60     0.009588
80     0.023378
100    0.009121
120    0.009102
140    0.021189
160    0.008664
180    0.008730
200    0.008744
208    0.008864
220    0.036280
240    0.008800
260    0.008601
Name: train/data_time, dtype: float64","step
20     0.001167
40     0.002278
60     0.002995
80     0.002901
100    0.002699
120    0.002403
140    0.002037
160    0.001630
180    0.001214
200    0.000821
208    0.000678
220    0.000484
240    0.000227
260    0.000072
Name: train/lr, dtype: float64",28672000,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,260,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=28M_maxstep=260,27197440.0,28672000.0,12533760.0,43991040.0,110592000.0,207421440.0,234628992.0,172032000.0,75202560.0,172032000.0,28672000.0,34570240.0,"5242880.0      9.288921
15728640.0     7.534897
26214400.0     6.947578
36700160.0     6.649136
47185920.0     6.463740
57671680.0     6.286466
68157440.0     6.123406
78643200.0     5.991108
89128960.0     5.870429
99614720.0     5.765226
106954752.0    5.704830
112197632.0    5.677491
120586240.0    5.628007
131072000.0    5.609004
Name: _smoothed, dtype: float64",250.0,131072000.0,250.0,1.0,2.2548578304e+16,131072000.0,5.60900430679321,28672000,2.2548578304e+16,5.60900430679321,12533760.0,9856949944320000.0,2.2548578304e+16
rw,base,short,chinchilla,384.0,10.0,"step
1716    3.949577
3430    3.800554
Name: val/loss, dtype: float64","step
1716    0.001752
3430    0.001761
Name: val/loss_std, dtype: float64","step
20      9.262894
40      7.527806
60      6.928085
80      6.624700
100     6.416849
          ...   
3340    3.809057
3360    3.807020
3380    3.807635
3400    3.798407
3420    3.799981
Name: train/loss, Length: 185, dtype: float64","step
20      0.621571
40      0.555983
60      0.559686
80      0.541971
100     0.541607
          ...   
3340    0.541738
3360    0.541599
3380    0.541785
3400    0.541622
3420    0.541593
Name: train/batch_time, Length: 183, dtype: float64","step
20      0.022809
40      0.024278
60      0.027486
80      0.009531
100     0.009260
          ...   
3340    0.009182
3360    0.009189
3380    0.009310
3400    0.009161
3420    0.009130
Name: train/data_time, Length: 185, dtype: float64","step
20      0.000900
40      0.001757
60      0.002614
80      0.003000
100     0.002999
          ...   
3340    0.000035
3360    0.000033
3380    0.000032
3400    0.000031
3420    0.000030
Name: train/lr, Length: 185, dtype: float64",37060608,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,3420,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=3420,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5.242880e+06    9.262894
1.572864e+07    7.527806
2.621440e+07    6.928085
3.670016e+07    6.624700
4.718592e+07    6.416849
                  ...   
1.724908e+09    3.803977
1.727529e+09    3.803373
1.732772e+09    3.803239
1.738015e+09    3.803305
1.743258e+09    3.803701
Name: _smoothed, Length: 185, dtype: float64",3325.0,1743257600.0,3325.0,1.0,3.876371193397248e+17,1743257600.0,3.8037008774280365,37060608,3.876371193397248e+17,3.8037008774280365,17694720.0,1.85078730719232e+17,3.876371193397248e+17
rw,base,short,chinchilla,384.0,10.0,"step
3432    3.801474
6861    3.679849
Name: val/loss, dtype: float64","step
3432    0.001765
6861    0.001797
Name: val/loss_std, dtype: float64","step
20      9.262739
40      7.533498
60      6.929770
80      6.634910
100     6.421385
          ...   
6780    3.675431
6800    3.684326
6820    3.672638
6840    3.684017
6860    3.675766
Name: train/loss, Length: 370, dtype: float64","step
20      0.625417
40      0.580020
60      0.562546
80      0.543675
100     0.543830
          ...   
6780    0.543768
6800    0.543806
6820    0.543605
6840    0.543669
6860    0.543677
Name: train/batch_time, Length: 368, dtype: float64","step
20      0.025405
40      0.046537
60      0.028457
80      0.009462
100     0.009621
          ...   
6780    0.009573
6800    0.009530
6820    0.009479
6840    0.009509
6860    0.009490
Name: train/data_time, Length: 366, dtype: float64","step
20      0.000900
40      0.001757
60      0.002614
80      0.003000
100     0.003000
          ...   
6780    0.000031
6800    0.000031
6820    0.000030
6840    0.000030
6860    0.000030
Name: train/lr, Length: 370, dtype: float64",37060608,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,6860,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=6860,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5.242880e+06    9.262739
1.572864e+07    7.533498
2.621440e+07    6.929770
3.670016e+07    6.634910
4.718592e+07    6.421385
                  ...   
3.489137e+09    3.682958
3.494380e+09    3.682866
3.499622e+09    3.683098
3.504341e+09    3.683886
3.508535e+09    3.683587
Name: _smoothed, Length: 370, dtype: float64",6692.0,3508535296.0,6692.0,1.0,7.801707075553198e+17,3508535296.0,3.683586800725846,37060608,7.801707075553198e+17,3.683586800725846,17694720.0,3.724952980370227e+17,7.801707075553198e+17
rw,base,short,chinchilla,480.0,12.0,"step
554     4.334566
1107    4.048776
Name: val/loss, dtype: float64","step
554     0.001610
1107    0.001676
Name: val/loss_std, dtype: float64","step
20      9.273359
40      7.548671
60      6.975744
80      6.664297
100     6.454889
120     6.313433
140     6.112363
160     5.932741
180     5.800504
200     5.641663
208     5.584001
220     5.507959
240     5.405735
260     5.298172
280     5.188413
300     5.091834
320     4.973197
340     4.868192
360     4.776640
380     4.708606
400     4.639472
420     4.571925
437     4.525253
440     4.520844
460     4.492884
480     4.456824
500     4.432277
520     4.389649
540     4.363293
560     4.348179
580     4.327578
600     4.286767
620     4.276597
628     4.263389
640     4.257640
660     4.237423
680     4.213650
700     4.199458
720     4.191893
740     4.177243
760     4.150913
780     4.150210
785     4.138069
800     4.134309
820     4.130129
840     4.115812
860     4.101451
880     4.101686
900     4.076877
920     4.079008
940     4.067861
960     4.069191
980     4.060467
1000    4.063752
1020    4.059649
1023    4.054549
1040    4.064023
1060    4.054904
1080    4.056167
1100    4.051485
Name: train/loss, dtype: float64","step
20      0.779212
40      0.694453
60      0.678054
80      0.697263
100     0.678593
120     0.678716
140     0.695420
160     0.678780
180     0.678907
200     0.678666
208     0.678688
220     0.705067
240     0.678592
260     0.678650
280     0.697490
300     0.678391
320     0.678627
340     0.678637
360     0.678667
380     0.678576
400     0.678513
420     0.678662
437     0.678809
440     0.788571
460     0.678369
480     0.678575
500     0.678858
520     0.678576
540     0.678506
560     0.696511
580     0.678698
600     0.678439
620     0.678443
628     0.678605
640     0.706379
660     0.678641
680     0.678824
700     0.678737
720     0.678576
740     0.678421
760     0.678538
780     0.678377
785     0.678232
800     0.700559
820     0.678449
840     0.678625
860     0.678955
880     0.678840
900     0.678877
920     0.679026
940     0.679060
960     0.679027
980     0.678989
1000    0.678851
1020    0.678918
1023    0.679171
1040    0.700170
1060    0.678924
1080    0.678759
1100    0.678848
Name: train/batch_time, dtype: float64","step
20      0.045843
40      0.027468
60      0.010734
80      0.029564
100     0.010646
120     0.010751
140     0.027401
160     0.010799
180     0.011072
200     0.010811
208     0.010882
220     0.037330
240     0.010872
260     0.010929
280     0.029875
300     0.010816
320     0.010790
340     0.010909
360     0.010947
380     0.010873
400     0.010841
420     0.010991
437     0.010956
440     0.120415
460     0.010697
480     0.010754
500     0.010836
520     0.010790
540     0.010751
560     0.028766
580     0.011051
600     0.010886
620     0.010846
628     0.011013
640     0.038548
660     0.010793
680     0.010689
700     0.010730
720     0.010760
740     0.010727
760     0.010831
780     0.010752
785     0.010765
800     0.032725
820     0.010827
840     0.010756
860     0.011024
880     0.010883
900     0.010960
920     0.011152
940     0.011103
960     0.011050
980     0.010961
1000    0.011030
1020    0.010949
1023    0.011191
1040    0.032171
1060    0.011025
1080    0.011011
1100    0.010908
Name: train/data_time, dtype: float64","step
20      0.000578
40      0.001128
60      0.001679
80      0.002229
100     0.002780
120     0.002999
140     0.002993
160     0.002981
180     0.002963
200     0.002939
208     0.002928
220     0.002910
240     0.002876
260     0.002835
280     0.002790
300     0.002740
320     0.002684
340     0.002624
360     0.002560
380     0.002492
400     0.002419
420     0.002343
437     0.002276
440     0.002264
460     0.002182
480     0.002097
500     0.002010
520     0.001921
540     0.001830
560     0.001739
580     0.001646
600     0.001552
620     0.001459
628     0.001422
640     0.001366
660     0.001273
680     0.001181
700     0.001091
720     0.001002
740     0.000916
760     0.000831
780     0.000750
785     0.000730
800     0.000671
820     0.000596
840     0.000524
860     0.000457
880     0.000393
900     0.000334
920     0.000280
940     0.000231
960     0.000186
980     0.000147
1000    0.000113
1020    0.000085
1023    0.000082
1040    0.000063
1060    0.000046
1080    0.000035
1100    0.000030
Name: train/lr, dtype: float64",57384960,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,1100,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=57M_maxstep=1100,57384960.0,57384960.0,33177600.0,82575360.0,269844480.0,415088640.0,486755136.0,344309760.0,199065600.0,344309760.0,57384960.0,69181440.0,"5242880.0      9.273359
15728640.0     7.548671
26214400.0     6.975744
36700160.0     6.664297
47185920.0     6.454889
57671680.0     6.313433
68157440.0     6.112363
78643200.0     5.932741
89128960.0     5.800504
99614720.0     5.641663
106954752.0    5.584001
112197632.0    5.507959
120586240.0    5.405735
131072000.0    5.298172
141557760.0    5.188413
152043520.0    5.091834
162529280.0    4.973197
173015040.0    4.868192
183500800.0    4.776640
193986560.0    4.708606
204472320.0    4.640001
214958080.0    4.578883
224657408.0    4.539341
229900288.0    4.512994
235929600.0    4.490184
246415360.0    4.460662
256901120.0    4.426250
267386880.0    4.395073
277872640.0    4.367040
288358400.0    4.346350
298844160.0    4.320842
309329920.0    4.296981
319815680.0    4.275585
327155712.0    4.265876
332398592.0    4.252817
340787200.0    4.236238
351272960.0    4.216844
361758720.0    4.201667
372244480.0    4.189531
382730240.0    4.173349
393216000.0    4.161665
403701760.0    4.150149
410255360.0    4.140726
415498240.0    4.133706
424673280.0    4.123954
435159040.0    4.116677
445644800.0    4.105191
456130560.0    4.094967
466616320.0    4.085376
477102080.0    4.078924
487587840.0    4.070681
498073600.0    4.068056
508559360.0    4.064184
519045120.0    4.061522
529530880.0    4.060488
535560192.0    4.059376
540803072.0    4.057859
550502400.0    4.056226
558366720.0    4.056645
563609600.0    4.054185
Name: _smoothed, dtype: float64",1075.0,563609600.0,1075.0,1.0,1.94056286109696e+17,563609600.0,4.054185422261544,57384960,1.94056286109696e+17,4.054185422261544,33177600.0,1.1219528318976e+17,1.94056286109696e+17
rw,base,short,chinchilla,384.0,10.0,"step
858     4.190712
1715    3.989729
Name: val/loss, dtype: float64","step
858     0.001651
1715    0.001708
Name: val/loss_std, dtype: float64","step
20      9.262764
40      7.530656
60      6.928669
80      6.648295
100     6.431844
          ...   
1628    3.980586
1640    3.983296
1660    3.994716
1680    3.993850
1700    3.990766
Name: train/loss, Length: 93, dtype: float64","step
20      0.621830
40      0.561147
60      0.555491
80      0.541373
100     0.541377
          ...   
1628    0.541451
1640    0.568014
1660    0.541025
1680    0.541126
1700    0.541458
Name: train/batch_time, Length: 93, dtype: float64","step
20      0.023182
40      0.029959
60      0.024101
80      0.009820
100     0.009956
          ...   
1628    0.009569
1640    0.035772
1660    0.009271
1680    0.009297
1700    0.009422
Name: train/data_time, Length: 93, dtype: float64","step
20      0.000900
40      0.001757
60      0.002614
80      0.003000
100     0.002998
          ...   
1628    0.000050
1640    0.000045
1660    0.000038
1680    0.000033
1700    0.000031
Name: train/lr, Length: 93, dtype: float64",37060608,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,1700,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=37M_maxstep=1700,37060608.0,37060608.0,17694720.0,57212928.0,153354240.0,269549568.0,317475072.0,222363648.0,106168320.0,222363648.0,37060608.0,44924928.0,"5242880.0      9.262764
15728640.0     7.530656
26214400.0     6.928669
36700160.0     6.648295
47185920.0     6.431844
                 ...   
851443712.0    3.991993
855113728.0    3.991863
858259456.0    3.990541
862453760.0    3.987995
867696640.0    3.988643
Name: _smoothed, Length: 93, dtype: float64",1655.0,867696640.0,1655.0,1.0,1.9294419022774272e+17,867696640.0,3.9886428284645037,37060608,1.9294419022774272e+17,3.9886428284645037,17694720.0,9.21218945384448e+16,1.9294419022774272e+17
rw,base,short,chinchilla,480.0,12.0,"step
70     6.597267
138    6.263178
Name: val/loss, dtype: float64","step
70     0.001718
138    0.001611
Name: val/loss_std, dtype: float64","step
20     8.634401
40     7.283700
60     6.817496
80     6.606470
100    6.449881
120    6.329305
Name: train/loss, dtype: float64","step
20     0.779664
40     0.700752
60     0.680129
80     0.698876
100    0.680318
120    0.680440
Name: train/batch_time, dtype: float64","step
20     0.044065
40     0.031802
60     0.010800
80     0.029358
100    0.010812
120    0.010927
Name: train/data_time, dtype: float64","step
20     0.002333
40     0.002901
60     0.002398
80     0.001620
100    0.000809
120    0.000219
Name: train/lr, dtype: float64",14346240,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,120,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=57M_maxstep=120,57384960.0,57384960.0,33177600.0,82575360.0,269844480.0,415088640.0,486755136.0,344309760.0,199065600.0,344309760.0,57384960.0,69181440.0,"5242880.0     8.634401
15728640.0    7.283700
26214400.0    6.817496
36700160.0    6.606470
47185920.0    6.449881
57671680.0    6.329305
Name: _smoothed, dtype: float64",110.0,57671680.0,110.0,1.0,1.98569222995968e+16,57671680.0,6.329304528236392,57384960,1.98569222995968e+16,6.329304528236392,33177600.0,1.1480447582208e+16,1.98569222995968e+16
rw,base,short,chinchilla,320.0,9.0,"step
70     6.634249
138    6.336496
Name: val/loss, dtype: float64","step
70     0.001713
138    0.001642
Name: val/loss_std, dtype: float64","step
20     8.883456
40     7.354113
60     6.852409
80     6.640165
100    6.496413
120    6.394359
Name: train/loss, dtype: float64","step
20     0.581341
40     0.513292
60     0.499699
80     0.511643
100    0.499283
120    0.499042
Name: train/batch_time, dtype: float64","step
20     0.024536
40     0.023148
60     0.009535
80     0.021622
100    0.009125
120    0.008946
Name: train/data_time, dtype: float64","step
20     0.002333
40     0.002901
60     0.002398
80     0.001620
100    0.000809
120    0.000219
Name: train/lr, dtype: float64",14336000,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,120,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=28M_maxstep=120,27197440.0,28672000.0,12533760.0,43991040.0,110592000.0,207421440.0,234628992.0,172032000.0,75202560.0,172032000.0,28672000.0,34570240.0,"5242880.0     8.883456
15728640.0    7.354113
26214400.0    6.852409
36700160.0    6.640165
47185920.0    6.496413
57671680.0    6.394359
Name: _smoothed, dtype: float64",110.0,57671680.0,110.0,1.0,9921374453760000.0,57671680.0,6.39435887336731,28672000,9921374453760000.0,6.39435887336731,12533760.0,4337057975500800.0,9921374453760000.0
